business_id,business_name,city,state,is_open,dataset,total_reviews,business_star_avg,business_star_std,business_star_min,business_star_max,avg_vader_sentiment,vader_sentiment_std,dominant_emotion,avg_word_count,avg_negation_mentions,avg_person_mentions,avg_location_mentions,avg_product_mentions,avg_anger_intensity,avg_fear_intensity,avg_joy_intensity,avg_sadness_intensity,avg_anticipation_intensity,avg_disgust_intensity,avg_surprise_intensity,avg_trust_intensity,primary_industry
-Awb67JgBbySP4mQtOtNsA,Magic Nails,Collinsville,IL,1,hair,1,1.0,,1.0,1.0,0.0,,anticipation,23.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-BhSR6dAry5-2x3ndjX_9w,Meister's Barber Shop,Philadelphia,PA,1,hair,7,3.857142857142857,1.5735915849388862,1.0,5.0,0.17332857142857142,0.6923802296288885,sadness,21.714285714285715,0.2857142857142857,0.0,0.14285714285714285,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-CIZAVxbJ9RDWl9Xx9kzOg,Deeper Than Hair,Philadelphia,PA,1,hair,2,3.0,2.8284271247461903,1.0,5.0,0.3825,0.5409366876077089,joy,19.0,0.0,0.5,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-CdD6FRRWFeeNIYklWIK5g,Desert Curls Studio,Reno,NV,1,hair,2,5.0,0.0,5.0,5.0,0.29390000000000005,0.30646007896624977,joy,20.5,0.0,0.5,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-DmrgCX-mgijdP_dY-6Vuw,Sky High Burgers,Sherwood Park,AB,0,chipotle,3,3.3333333333333335,2.0816659994661326,1.0,5.0,0.3248333333333333,0.9336988076105341,joy,22.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Mexican Restaurant
-EGUHD80Yj0_bsBImJCITg,Cancún Grille,Tampa,FL,0,chipotle,1,3.0,,3.0,3.0,0.0,,sadness,19.0,0.0,1.0,1.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
-FHupA0HcLv3uCGAgK7khQ,Salon Sanity,Gretna,LA,1,hair,3,5.0,0.0,5.0,5.0,0.6203666666666666,0.09908992548858506,anticipation,21.666666666666668,0.6666666666666666,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
-Hqjs2BeJa4THOTmnO7Xiw,Keith Noonan Salon,Metairie,LA,1,hair,3,5.0,0.0,5.0,5.0,0.0,0.0,sadness,22.333333333333332,0.6666666666666666,0.0,0.6666666666666666,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
-JgPJ7mh3HAMwSEi6sHrRg,GetFit Anytime,Nashville,TN,1,hair,5,3.8,1.788854381999832,1.0,5.0,0.43796,0.29635739066201805,sadness,22.4,0.6,0.0,0.2,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-JvVSuh3BrAI3YQtMuEVgQ,Nails Uptown,Santa Barbara,CA,0,hair,1,2.0,,2.0,2.0,-0.6486,,sadness,22.0,0.0,1.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-K3s08plNAq6moEBI7D-Zg,Drybar Ardmore Suburban Square,Ardmore,PA,1,hair,1,5.0,,5.0,5.0,0.4019,,anticipation,21.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-K80PQ45I5AeYWSCcEcy6g,Vivid Salon,Philadelphia,PA,1,hair,1,5.0,,5.0,5.0,0.7906,,anticipation,23.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-KUzTVGPIaI6K3gjCVm5aA,Fantastic Sams Cut & Color,St Petersburg,FL,0,hair,2,4.5,0.7071067811865476,4.0,5.0,-0.20095,0.28418621535887345,anger,23.5,0.5,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-LI-pZMk96s4VqGwIU1dNg,Chipotle Mexican Grill,Warminster,PA,1,chipotle,3,2.3333333333333335,0.5773502691896258,2.0,3.0,0.19176666666666667,0.36421554515607013,anticipation,22.333333333333332,0.0,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Mexican Restaurant
-LMoWiT_tnscUgj81T-sBg,Sunshine Nail & Spa,Hatboro,PA,1,hair,1,5.0,,5.0,5.0,0.8357,,joy,20.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-N9ysCcO-ekOMlwidbn0FA,Panda Express,Trevose,PA,1,chipotle,6,2.3333333333333335,1.505545305418162,1.0,4.0,0.18891666666666665,0.50325338117758,sadness,22.833333333333332,0.16666666666666666,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Mexican Restaurant
-NSoqWG0CJ6peD2Zg3hBdA,Chandler Salon,Santa Barbara,CA,1,hair,6,5.0,0.0,5.0,5.0,0.3258666666666667,0.465696659497002,joy,22.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
-Oyqj-TMk459HQuDzTzZ2w,Dejavu Nails,Indianapolis,IN,1,hair,2,3.5,2.1213203435596424,2.0,5.0,0.3404,0.4813982966318015,sadness,21.5,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-P008_MriBRX7JjdMLAK7w,VIP Nails Studio,Riverview,FL,1,hair,1,5.0,,5.0,5.0,0.8176,,joy,23.0,0.0,0.0,1.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-P4wyB0ncCDoKNpPM3OEkg,Supercuts,Tampa,FL,1,hair,2,3.0,2.8284271247461903,1.0,5.0,0.4531,0.6407801651112494,anticipation,18.5,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-PsLkk0dDWw9vWEs4be9Jw,Serenity Nail Bar,Conshohocken,PA,1,hair,1,5.0,,5.0,5.0,0.1531,,anticipation,21.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-PuFGEYEx1wPjqoxfE_k4Q,El Diablo Burritos,Wilmington,DE,1,chipotle,1,5.0,,5.0,5.0,0.9095,,joy,18.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
-QbKo-L0oRtGDX8usj75Dw,DL Lowry Salon,Indianapolis,IN,1,hair,1,5.0,,5.0,5.0,0.6369,,sadness,19.0,0.0,0.0,1.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-R3PWE4ycIc-xElcPqqetw,Supercuts,Philadelphia,PA,1,hair,5,2.8,1.6431676725154984,1.0,5.0,-0.10916000000000001,0.567439906950507,sadness,20.2,0.2,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-SoQAx-REDcD31RNpRhbFg,"Hina's Eyebrow Threading, Facials & Waxing",Warminster,PA,1,hair,1,5.0,,5.0,5.0,0.3182,,sadness,23.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-TTYvZ6HvJESApv1drFgkA,Kings Kut,Philadelphia,PA,0,hair,2,3.5,2.1213203435596424,2.0,5.0,0.6714,0.33997694039449206,anticipation,23.0,0.5,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-U-pHjIXOpx9__tmzOrqLg,Super Suppers,Franklin,TN,1,chipotle,1,4.0,,4.0,4.0,0.8957,,joy,21.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
-Uez8TfwFgsht-h8E5cH6A,Good Nails & Spa,Brandon,FL,0,hair,3,3.0,1.7320508075688772,2.0,5.0,0.45006666666666667,0.46500856264517687,anticipation,19.666666666666668,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
-UwKUHHoA4VPNMufOSL7xA,Manuel's Hot Tamales,New Orleans,LA,0,chipotle,1,5.0,,5.0,5.0,0.0258,,sadness,21.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
-WbAIZ0knpIlkbOWUNMPmw,Floris Spa & Nail,Horsham,PA,1,hair,8,1.75,1.3887301496588271,1.0,4.0,0.04235,0.5761116260884567,sadness,21.125,0.5,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-WbcMlOekr2x8dUyFt-ATA,Bodhi Spa,Edmonton,AB,0,hair,1,4.0,,4.0,4.0,0.5719,,sadness,23.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-WjOuy1w_ghwHVnTfxwhJg,One On One Day Spa,New Orleans,LA,0,hair,1,4.0,,4.0,4.0,0.5994,,joy,21.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-Xey06RuVLCqClXwirk2yQ,Taco Bell,Seffner,FL,1,chipotle,3,1.6666666666666667,1.1547005383792517,1.0,3.0,0.03963333333333333,0.6778462239574203,anticipation,22.666666666666668,0.6666666666666666,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Mexican Restaurant
-XhoFyIYWrCp0GEnw2LS4Q,Bliss Salon & Spa,Santa Barbara,CA,0,hair,1,5.0,,5.0,5.0,0.8655,,joy,21.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-Xuj49w-yxbvTXHfoXbnsA,Luxe Nail,Tucson,AZ,1,hair,3,3.6666666666666665,1.5275252316519468,2.0,5.0,0.7016666666666667,0.2448720550273823,joy,20.666666666666668,0.0,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
-Y-t4EXY68Lj6DqVFg08gA,The Dive In,Old Hickory,TN,0,chipotle,2,4.5,0.7071067811865476,4.0,5.0,0.30575,0.4323957966955739,anticipation,23.5,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
-YZ1R9bhOjJaqrsfH0GZGQ,A Cut Above Family Hair Care,Tucson,AZ,1,hair,4,4.0,2.0,1.0,5.0,0.43525,0.6471406364410547,anticipation,20.75,0.25,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-Yy3mwrGPJ7GOUwZc7WU_g,Buddy's Burgers Breasts & Fries - West Chester,West Chester,PA,1,chipotle,5,4.4,0.5477225575051662,4.0,5.0,0.57964,0.34962656220602,anticipation,18.8,0.4,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
-ZAVJcrczPaTVYa5KUUuRg,Raising Cane's Chicken Fingers,New Orleans,LA,1,chipotle,1,2.0,,2.0,2.0,-0.4215,,sadness,21.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
-_LxrVdjX4JMTtbSbSzhsw,Jeni J's Beauty bar,Reno,NV,1,hair,1,4.0,,4.0,4.0,0.4939,,joy,24.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-_otmJ4Caony1y7REwkWdA,Hair Cuttery,Mount Laurel,NJ,1,hair,4,2.75,2.0615528128088303,1.0,5.0,0.32805,0.4107799776035828,sadness,21.75,0.0,0.25,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-_tJHdUMvTO4xiSPsIDpgg,The Gallery Salon & Spa,New Orleans,LA,1,hair,5,5.0,0.0,5.0,5.0,0.70964,0.18107825104081385,joy,20.8,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-ajaASaDA_77I6pK3D4YgQ,Chipotle Mexican Grill,Mount Laurel,NJ,1,chipotle,19,2.526315789473684,1.8064212949190015,1.0,5.0,0.08132631578947368,0.5811788229701816,sadness,21.36842105263158,0.21052631578947367,0.0,0.05263157894736842,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
-b6YqNf1yR1ZJbDCsygrxQ,Wendy's,Philadelphia,PA,1,chipotle,2,2.0,0.0,2.0,2.0,-0.27115,0.3834640074374647,anger,21.5,0.5,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
-bgu0iDSGLlYZoeRs2qdoA,Taco Bell,Arnold,MO,1,chipotle,2,2.0,1.4142135623730951,1.0,3.0,0.3243,0.4586294582775947,anticipation,22.5,0.0,1.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
-cK2OGOzkvSaxkb91SIjVg,Fantastic Sams Cut & Color,Zephyrhills,FL,1,hair,1,4.0,,4.0,4.0,0.7346,,joy,22.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-ch3ET0QStiKPWo1Vy68eA,Dreams Nail Salon,Tampa,FL,1,hair,5,5.0,0.0,5.0,5.0,0.6518200000000001,0.3711301213860174,joy,21.8,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-crz1FuaUJJVeyOOzdODXA,Elegance Hair Salon,Havertown,PA,1,hair,1,5.0,,5.0,5.0,0.0834,,joy,23.0,1.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-d3gnHMRv55FB1NygdBXEw,Beauty On de Bayou,New Orleans,LA,0,hair,2,2.5,2.1213203435596424,1.0,4.0,0.4404,0.0,anticipation,20.5,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-dOxca7rLtN5RR-psV10wA,Lush,Santa Barbara,CA,0,hair,12,4.583333333333333,0.5149286505444371,4.0,5.0,0.6207583333333333,0.32384134291159905,anticipation,21.0,0.25,0.08333333333333333,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
-dPIiEy-eS3ezSPXuqhl1Q,Best Nail Salon,Newark,DE,1,hair,2,1.0,0.0,1.0,1.0,-0.37739999999999996,0.11511698397716992,fear,25.5,1.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-dTiILESPbsg12oObxYVJQ,Kinetix Spa Salon,New Orleans,LA,0,hair,1,1.0,,1.0,1.0,-0.7841,,sadness,21.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-e3vuLbOJ7pfjufzFLyzeQ,Shear Artistry,Goleta,CA,1,hair,7,5.0,0.0,5.0,5.0,0.41654285714285716,0.37017987005032593,sadness,21.285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-f9-YAj51rq1CUscVRwXEQ,Mimada Beauty Bazaar,Philadelphia,PA,0,hair,2,4.5,0.7071067811865476,4.0,5.0,0.1806,0.25540696936458096,sadness,21.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-fARRfcFFpL0br3hTPwe7A,Simplicity Laser Hair Removal,Tucson,AZ,1,hair,4,1.0,0.0,1.0,1.0,0.06782500000000001,0.6341614220107264,sadness,21.5,0.25,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-fTjI5n1ub6mqXZyudifqQ,Tru Salon,Dresher,PA,1,hair,4,3.25,2.0615528128088303,1.0,5.0,0.471375,0.3482453959973245,trust,23.25,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-fonJAr5xCGzFfER_7CsCg,Tequila Joe's,Oreland,PA,0,chipotle,1,1.0,,1.0,1.0,0.6249,,sadness,21.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
-ge1vRtSm_k_SnB7I4_fhQ,Popeyes Louisiana Kitchen,St Louis,MO,1,chipotle,3,2.3333333333333335,2.3094010767585034,1.0,5.0,0.45793333333333336,0.21030554755719907,anticipation,21.0,0.0,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Mexican Restaurant
-hOzOtF9Qx8IuZWz1GyxQg,Tavani's Barbershop,Folsom,PA,1,hair,2,5.0,0.0,5.0,5.0,0.2994,0.8097786858148343,anticipation,20.5,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-i5trjfNFIvUUrFaG64Uzg,Visual Effects Salon & Spa,Garden City,ID,1,hair,1,4.0,,4.0,4.0,0.872,,joy,17.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-iQrsSOXvxnFXW7BJXeueA,Le Petite Unisex & Spa,Trenton,NJ,1,hair,1,1.0,,1.0,1.0,0.0,,anticipation,24.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-l2U6S5kBlwHcXRr2pCPNg,Salon Ricochet,Philadelphia,PA,0,hair,3,5.0,0.0,5.0,5.0,0.5629000000000001,0.12817175976009693,anticipation,23.0,0.0,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
-l2_emEM_u7gT1HuW2MnhA,Orchids Spa & Nails,Medford,NJ,1,hair,3,4.333333333333333,1.1547005383792515,3.0,5.0,0.6267333333333334,0.359367574126177,anticipation,23.333333333333332,0.3333333333333333,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
-l9pt_lQfOz43op8TQ4W0Q,Rio Nails Avon,Avon,IN,1,hair,1,5.0,,5.0,5.0,0.3818,,joy,25.0,1.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-lVTNjVoTMOkD-eT--u0oA,El Rancho Nuevo,Saint Charles,MO,1,chipotle,4,2.75,0.9574271077563381,2.0,4.0,0.47292500000000004,0.36836752820156843,joy,20.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
-lZ-cmSJSz7fW5odpbeN-g,Cherry Blow Dry Bar,Deptford,NJ,1,hair,1,1.0,,1.0,1.0,0.0,,anticipation,23.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-m4JBdAxvzOlGFZMjSQMMA,Headhunters Hair Design,Philadelphia,PA,1,hair,2,5.0,0.0,5.0,5.0,0.72515,0.09256027765731908,anticipation,20.5,0.5,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-mY6tC7PXYOL40vc_SYX4g,Triple One Nail Salon,Philadelphia,PA,1,hair,1,1.0,,1.0,1.0,-0.8316,,sadness,23.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
-n8VWo4GZZHPwGrJaV2RJw,Summer Nails Salon,New Orleans,LA,0,hair,3,2.3333333333333335,1.5275252316519468,1.0,4.0,-0.03576666666666665,0.5957557749055675,sadness,22.333333333333332,0.0,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
-nEsM53i_wmt9wpSlQm1Rg,El Potrillo Mexican Restaurant,Trenton,NJ,1,chipotle,1,5.0,,5.0,5.0,0.8934,,trust,22.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
-nkHF-cspbXazYeg4wIGhA,Baja Fresh,Boise,ID,0,chipotle,1,5.0,,5.0,5.0,0.5859,,sadness,21.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
