business_id,name,city,state,is_open,dataset,review_count,business_star_avg,business_star_std,business_star_min,business_star_max,business_star_median,weighted_star_avg,sentiment_avg,sentiment_std,sentiment_median,dominant_emotion,avg_word_count,avg_subjectivity,avg_negation,avg_type_token_ratio,avg_noun_pct,avg_verb_pct,avg_adj_pct,avg_adv_pct,avg_person_mentions,avg_location_mentions,avg_product_mentions,primary_industry
-6bmqSTgHUAJ2QTAn4tciQ,Clique Salon & Spa,Burlington,NJ,1,hair,36,3.388888888888889,1.728381204278034,1.0,5.0,4.0,0.0067407527401166,0.85,0.0,0.85,joy,150.0,0.13083340745822,0.0,0.9377514970268594,0.2869102188226508,0.2003921017354103,0.0792276683281181,0.0516057391301019,0.0,0.0,0.0,Hair Salons
-6bu2SPTnFfgpk9ReLWmXw,Hair Cuttery,Perkasie,PA,1,hair,5,2.0,1.7320508075688772,1.0,5.0,1.0,0.0061303939852632,0.85,0.0,0.85,joy,150.0,0.1290456789587224,0.0,0.9658095238095236,0.2891429729690599,0.2052268311398746,0.0680862905210731,0.0609593884376493,0.0,0.0,0.0,Hair Salons
-6osFx4NgFRHJ5NXqpHV6g,Campo Azul,Nolensville,TN,1,chipotle,66,3.1818181818181817,1.5181880993128305,1.0,5.0,4.0,0.0090762978295379,0.85,0.0,0.85,joy,150.0,0.2046075623441964,0.0,0.9339102936869368,0.2771972984023119,0.1899931149489085,0.1279790777798891,0.0766284845643073,0.0,0.0,0.0,Mexican Restaurant
-6xYpkvG91ClVz31JjhJCA,Great Clips,Chesterfield,MO,1,hair,5,4.2,1.3038404810405295,2.0,5.0,5.0,0.0341484650969683,0.85,0.0,0.85,joy,150.0,0.1927536231884057,0.0,0.9186941882594056,0.2283643892339544,0.2137163561076604,0.0804865424430641,0.1122670807453416,0.0,0.0,0.0,Hair Salons
-7EkoApGOHg7_IpPIsGUIg,Urban Tan,Saint Louis,MO,0,hair,12,1.5833333333333333,0.996204919895622,1.0,4.0,1.0,0.0001541457521276,0.85,0.0,0.85,joy,150.0,0.1282262785523655,0.0,0.9007707509881424,0.2910963794659447,0.2198950626668018,0.0847262761393196,0.0435000024130458,0.0,0.0,0.0,Hair Salons
-7JjlPR9OiU_bAYXdi-Vbg,La Chic Salon & Spa,Largo,FL,1,hair,13,2.1538461538461537,1.281025230440697,1.0,4.0,2.0,0.00028654026407,0.8499999999999999,0.0,0.85,joy,150.0,0.1658685517381169,0.0,0.9439020171285616,0.2769961922135835,0.2104612778525822,0.0587264185090272,0.1071421332290897,0.0,0.0,0.0,Hair Salons
-8-8mbxQEpZx8Zs_nrzljA,Ga-In BeautyZone,Philadelphia,PA,1,hair,17,4.647058823529412,0.996316746232607,1.0,5.0,5.0,0.0167253403204677,0.85,0.0,0.85,joy,150.0,0.1644476921203264,0.0,0.948927038111712,0.2768834490317866,0.2091472821012463,0.0842690699468193,0.080178622173507,0.0,0.0,0.0,Hair Salons
-82x1eWBVWsPhNd1JGQdnA,Metro The Spa,St. Charles,MO,1,hair,14,4.714285714285714,1.0690449676496976,1.0,5.0,5.0,0.0391222303237165,0.85,0.0,0.85,joy,150.0,0.1210819967999361,0.0,0.8979849539149963,0.2863385938139317,0.2147282963048399,0.0690009235679677,0.0520810732319683,0.0,0.0,0.0,Hair Salons
-8NGFqFrlOmWawr827tZNg,Adobo Grill,Indianapolis,IN,0,chipotle,258,3.651162790697674,1.1812488464372366,1.0,5.0,4.0,0.0010868143166464,0.85,0.0,0.85,joy,150.0,0.1790269318131256,0.0,0.937701449746609,0.277639168204245,0.2038597872235037,0.1171380532205632,0.0618888785925623,0.0,0.0,0.0,Mexican Restaurant
-8iCLoNY2Q52qWdGSZoDmQ,Le’vi Nail & Lash,Lansdale,PA,1,hair,84,3.7857142857142856,1.6359767619304963,1.0,5.0,5.0,0.0430220155494691,0.8499999999999999,0.0,0.85,joy,150.0,0.1694693533374474,0.0,0.931960211794308,0.2696858415639063,0.2114387955312277,0.101723684990684,0.0677456683467634,0.0,0.0,0.0,Hair Salons
-9Q5Z8H1-Z1ZcO7L4nWwHw,Sassy Salon & Spa,Gretna,LA,1,hair,16,4.25,1.3416407864998738,1.0,5.0,5.0,0.0129086947372777,0.85,0.0,0.85,joy,150.0,0.17735193685351,0.0,0.912783122674427,0.2728949073693066,0.2158253335041092,0.1085687273888074,0.0687832094647026,0.0,0.0,0.0,Hair Salons
-9_F6sRmPdlbQ2n6n1whAg,Sun Nails,Odessa,FL,1,hair,20,4.55,1.0990426455975697,1.0,5.0,5.0,0.0448064861789363,0.85,0.0,0.85,joy,150.0,0.193342053477923,0.0,0.9373220012365252,0.2684773143523143,0.199490619887359,0.117296875226223,0.0760451782517,0.0,0.0,0.0,Hair Salons
-9i8lr1vxnoYrV_cmFkraQ,Cookie Cutters Haircuts for Kids,Greenwood,IN,1,hair,22,2.9545454545454546,1.8120567826505285,1.0,5.0,3.5,0.0388003937694185,0.85,0.0,0.85,joy,150.0,0.1595187303508501,0.0,0.9575575662116124,0.2725159084380012,0.2169237097414755,0.0874230716928865,0.0720956586579636,0.0,0.0,0.0,Hair Salons
-9n0NDe_pP1ZnrWr-lsDXQ,Ralph's Barber Shop,Glenside,PA,1,hair,18,3.611111111111111,1.851514130424988,1.0,5.0,5.0,0.0180709600865837,0.85,0.0,0.85,joy,150.0,0.1588561241707694,0.0,0.9536461649896611,0.2618434114124427,0.2346699166302522,0.0892148355077416,0.0696412886630278,0.0,0.0,0.0,Hair Salons
-9yzQQ0d_rcOD2CzdTNO_Q,McDonald's,New Orleans,LA,1,chipotle,20,1.95,1.3945382182304158,1.0,5.0,1.0,0.0074344805188836,0.85,0.0,0.85,joy,150.0,0.1584302762454936,0.0,0.9262355716366012,0.2874558340210514,0.1929247672617237,0.1000796160361377,0.0583506602093558,0.0,0.0,0.0,Mexican Restaurant
-ALqLSTzkGDMscHdxA1NgA,Su Casa Fresh Mexican Grill,Santa Barbara,CA,1,chipotle,29,4.344827586206897,0.9364012444675596,2.0,5.0,5.0,0.0177706174504663,0.85,0.0,0.85,joy,150.0,0.218512398204286,0.0,0.9494221903886848,0.3018234628748644,0.1737009972959722,0.1593220740828438,0.0591903241214421,0.0,0.0,0.0,Mexican Restaurant
-AhpS4MUSdYWg8SwZpV6eA,Tokyo Express,Edmonton,AB,1,chipotle,9,2.4444444444444446,1.509230856356236,1.0,4.0,2.0,0.0082686537475786,0.85,0.0,0.85,joy,150.0,0.1208904782817826,0.0,0.9253054353054352,0.3367673228542793,0.1855665751317925,0.0468159859464207,0.0740744923353619,0.0,0.0,0.0,Mexican Restaurant
-Awb67JgBbySP4mQtOtNsA,Magic Nails,Collinsville,IL,1,hair,7,1.5714285714285714,1.511857892036909,1.0,5.0,1.0,0.0070597444504318,0.85,0.0,0.85,joy,150.0,0.0890336371702831,0.0,0.9467882014465864,0.2551726224086472,0.295968782770025,0.0511279610658492,0.0379056761044338,0.0,0.0,0.0,Hair Salons
-BhSR6dAry5-2x3ndjX_9w,Meister's Barber Shop,Philadelphia,PA,1,hair,81,3.91358024691358,1.621708442231506,1.0,5.0,5.0,0.0164865197077012,0.85,0.0,0.85,joy,150.0,0.1590230865555045,0.0,0.9414671365614368,0.2602943962711739,0.2212538418243704,0.100339092581373,0.0586839939741315,0.0,0.0,0.0,Hair Salons
-CC4GaKGzXH8PmjhBfx6Pw,Great Clips,Gallatin,TN,1,hair,8,2.375,1.9226098333849675,1.0,5.0,1.0,0.016068019779874,0.85,0.0,0.85,joy,150.0,0.1061372785829307,0.0,0.9251577227120704,0.2964472624798712,0.1994323671497584,0.0356894122383252,0.0704478663446054,0.0,0.0,0.0,Hair Salons
-CIZAVxbJ9RDWl9Xx9kzOg,Deeper Than Hair,Philadelphia,PA,1,hair,19,2.9473684210526314,1.747178176073456,1.0,5.0,2.0,0.0149081637280111,0.85,0.0,0.85,joy,150.0,0.097180253427393,0.0,0.9291959582147394,0.2865226670947494,0.2245949499267577,0.053232835052057,0.0439474183753359,0.0,0.0,0.0,Hair Salons
-CUxLDv32dbVQm0ji_6dZA,LV Nails,Reno,NV,1,hair,16,2.8125,2.007278422807027,1.0,5.0,1.5,0.121838676492522,0.85,0.0,0.85,joy,150.0,0.1722403381642512,0.0,0.9329313123470732,0.2653332235397452,0.2136425395256917,0.1030123243302591,0.0692280138339921,0.0,0.0,0.0,Hair Salons
-CdD6FRRWFeeNIYklWIK5g,Desert Curls Studio,Reno,NV,1,hair,22,4.454545454545454,1.4050003466284176,1.0,5.0,5.0,0.0389170895627719,0.85,0.0,0.85,joy,150.0,0.1739971852916517,0.0,0.9420070048528548,0.2740923207227555,0.2288995640576668,0.0971508706488943,0.0768463146427573,0.0,0.0,0.0,Hair Salons
-Cf4TdTeHqdk3ZmK9_4p3w,Nobility Nail Salon,Philadelphia,PA,1,hair,16,3.8125,1.4705441169852742,1.0,5.0,4.0,0.0102185953938397,0.85,0.0,0.85,joy,150.0,0.1678467094499703,0.0,0.902156954887218,0.2808943502150024,0.2335982857721988,0.1179554231999884,0.0498912862499819,0.0,0.0,0.0,Hair Salons
-CrtBuQXUJUdyZZiAsNapw,Mahoroba Massage Studio,Reno,NV,1,hair,12,5.0,0.0,5.0,5.0,5.0,0.0122717222545079,0.85,0.0,0.85,joy,150.0,0.1475039624753583,0.0,0.9112558859269384,0.3011146360631486,0.2317787964641511,0.1038573789546329,0.0436465835207253,0.0,0.0,0.0,Hair Salons
-D5XxdkNwCE65dX_aybvog,The Stylist's House,Voorhees,NJ,1,hair,7,4.714285714285714,0.7559289460184546,3.0,5.0,5.0,0.0127093202111158,0.85,0.0,0.85,joy,150.0,0.1873743647656691,0.0,0.8902351870642161,0.2379333709768492,0.2353143233578016,0.1014031620553359,0.0859712027103331,0.0,0.0,0.0,Hair Salons
-DmrgCX-mgijdP_dY-6Vuw,Sky High Burgers,Sherwood Park,AB,0,chipotle,12,2.75,1.3568010505999362,1.0,5.0,3.0,0.0013764395581495,0.85,0.0,0.85,joy,150.0,0.220031212748604,0.0,0.93561351088525,0.2699778060104147,0.1984515182884748,0.1219045266327875,0.0981266861158165,0.0,0.0,0.0,Mexican Restaurant
-EGUHD80Yj0_bsBImJCITg,Cancún Grille,Tampa,FL,0,chipotle,13,3.4615384615384617,1.7134460703206962,1.0,5.0,4.0,0.0077126534043177,0.8499999999999999,0.0,0.85,joy,150.0,0.1887906964830041,0.0,0.9144842876421824,0.2946143599989753,0.1907118522503137,0.1210469018161325,0.0677437946668715,0.0,0.0,0.0,Mexican Restaurant
-FHupA0HcLv3uCGAgK7khQ,Salon Sanity,Gretna,LA,1,hair,42,4.380952380952381,1.2869396664157156,1.0,5.0,5.0,0.0158687271335852,0.8499999999999999,0.0,0.85,joy,150.0,0.1675984741954013,0.0,0.9305344347514992,0.2825003691234485,0.2221927050566584,0.1035882462917441,0.0640102279036571,0.0,0.0,0.0,Hair Salons
-Fj5RVRiaUiMzaPGrfXNuQ,PROSE - Franklin,Franklin,TN,1,hair,11,3.909090909090909,1.513574937328539,1.0,5.0,5.0,0.0892810207298585,0.85,0.0,0.85,joy,150.0,0.186641167237173,0.0,0.8988320003506189,0.2810353903083256,0.2152939841518996,0.1366747357073964,0.0499664315297766,0.0,0.0,0.0,Hair Salons
-Hqjs2BeJa4THOTmnO7Xiw,Keith Noonan Salon,Metairie,LA,1,hair,41,4.390243902439025,1.320568983061616,1.0,5.0,5.0,0.0154733146963524,0.8500000000000001,0.0,0.85,joy,150.0,0.1351633197575598,0.0,0.9426312582198054,0.290913526680117,0.2275073205792634,0.0864715194533244,0.0486918003042354,0.0,0.0,0.0,Hair Salons
-J4eKzocSBTuCROkPoXD8Q,Talon Tattoo Company,Garden City,ID,1,hair,12,4.583333333333333,0.90033663737852,2.0,5.0,5.0,0.0681552071970915,0.85,0.0,0.85,joy,150.0,0.1362921766907274,0.0,0.9068013447904752,0.2561090935366297,0.2436087979385081,0.0750157464650218,0.0612764302257055,0.0,0.0,0.0,Hair Salons
-JgPJ7mh3HAMwSEi6sHrRg,GetFit Anytime,Nashville,TN,1,hair,40,4.225,1.3679012559954196,1.0,5.0,5.0,0.0113852746662631,0.85,0.0,0.85,joy,150.0,0.1722335049235595,0.0,0.928952853560119,0.270545195176414,0.2084913582925399,0.0948714033753537,0.0773621015482058,0.0,0.0,0.0,Hair Salons
-JvVSuh3BrAI3YQtMuEVgQ,Nails Uptown,Santa Barbara,CA,0,hair,44,4.204545454545454,1.4072824786197051,1.0,5.0,5.0,0.0129822321400548,0.85,0.0,0.85,joy,150.0,0.178559638735164,0.0,0.9280884417245452,0.2878132505626264,0.2002758715869803,0.1188702549790546,0.0596893837561093,0.0,0.0,0.0,Hair Salons
-K3s08plNAq6moEBI7D-Zg,Drybar Ardmore Suburban Square,Ardmore,PA,1,hair,58,2.1379310344827585,1.6162364324833884,1.0,5.0,1.0,0.02043523490378,0.85,0.0,0.85,joy,150.0,0.1499026631518938,0.0,0.9465575351553416,0.2746640113439608,0.213845329104147,0.0801549610117036,0.0697477021401901,0.0,0.0,0.0,Hair Salons
-K80PQ45I5AeYWSCcEcy6g,Vivid Salon,Philadelphia,PA,1,hair,15,4.533333333333333,1.0600988273786194,1.0,5.0,5.0,0.0153615152501802,0.85,0.0,0.85,joy,150.0,0.16912633031855,0.0,0.9441974226299168,0.2745490670021562,0.2192541729818617,0.1089497624165816,0.0601765679019683,0.0,0.0,0.0,Hair Salons
-KBnl8w0FQGhC0-51Rk8Aw,Lily's Nails & Spa,Arnold,MO,1,hair,14,3.142857142857143,1.6574838603294897,1.0,5.0,3.0,0.0199630082530474,0.85,0.0,0.85,joy,150.0,0.1792852799374538,0.0,0.9434717404748462,0.261720644779651,0.2363753689374807,0.0903635908604852,0.0889216890769685,0.0,0.0,0.0,Hair Salons
-KUzTVGPIaI6K3gjCVm5aA,Fantastic Sams Cut & Color,St Petersburg,FL,0,hair,10,3.7,1.5670212364724212,1.0,5.0,4.0,0.011553994018268,0.85,0.0,0.85,joy,150.0,0.1800224091528439,0.0,0.9424301198420192,0.2573264899351856,0.2408662432575476,0.1324052638183072,0.0476171453345366,0.0,0.0,0.0,Hair Salons
-L5iVTpNRykes5nN86khFg,Timeless Beauty Day Spa Salon Bridal,Metairie,LA,1,hair,15,4.2,1.65615734242165,1.0,5.0,5.0,0.0109537291756277,0.85,0.0,0.85,joy,150.0,0.1627040254431558,0.0,0.9225971945674464,0.3031925723230071,0.2099696776653298,0.0950939768765855,0.0676100485665703,0.0,0.0,0.0,Hair Salons
-LI-pZMk96s4VqGwIU1dNg,Chipotle Mexican Grill,Warminster,PA,1,chipotle,42,1.4761904761904765,0.8621610748180846,1.0,5.0,1.0,0.0255080742092344,0.8499999999999999,0.0,0.85,joy,150.0,0.1582953758321205,0.0,0.9379204008955015,0.2674120529378639,0.2069295292695224,0.0854113085242939,0.0728840673078265,0.0,0.0,0.0,Mexican Restaurant
-LMoWiT_tnscUgj81T-sBg,Sunshine Nail & Spa,Hatboro,PA,1,hair,13,4.307692307692308,1.4935759876113537,1.0,5.0,5.0,0.0680758561099831,0.8499999999999999,0.0,0.85,joy,150.0,0.1412280473150038,0.0,0.9224519844085062,0.2941937772372555,0.2198243061286539,0.0748053395879482,0.0664227077270555,0.0,0.0,0.0,Hair Salons
-N9ysCcO-ekOMlwidbn0FA,Panda Express,Trevose,PA,1,chipotle,70,2.4571428571428573,1.379831057561761,1.0,5.0,2.0,0.0174832396774228,0.85,0.0,0.85,joy,150.0,0.1647058148890447,0.0,0.9336099577114616,0.2657603876454808,0.2156199267721006,0.0967635614902695,0.0679422533987751,0.0,0.0,0.0,Mexican Restaurant
-NSoqWG0CJ6peD2Zg3hBdA,Chandler Salon,Santa Barbara,CA,1,hair,42,4.857142857142857,0.6833000473465759,1.0,5.0,5.0,0.0296738779622258,0.8499999999999999,0.0,0.85,joy,150.0,0.1597469100082891,0.0,0.9468595598098704,0.289191128132295,0.2057090740581116,0.1025275187766294,0.0572193912316597,0.0,0.0,0.0,Hair Salons
-NfrBXk-siDPF_m-l1fr2A,Massage With Michelle,Marlton,NJ,1,hair,8,5.0,0.0,5.0,5.0,5.0,0.0272723787205071,0.85,0.0,0.85,joy,150.0,0.2287824740880333,0.0,0.9246221614642668,0.2860265819454472,0.2166526450397092,0.1416227407334891,0.0871597333545442,0.0,0.0,0.0,Hair Salons
-Oyqj-TMk459HQuDzTzZ2w,Dejavu Nails,Indianapolis,IN,1,hair,21,3.095238095238096,1.729299335128592,1.0,5.0,3.0,0.0155422060365072,0.8499999999999999,0.0,0.85,joy,150.0,0.1883036666577039,0.0,0.9443993477010802,0.2392902404703647,0.2355914065230835,0.1073929624550742,0.0809107042026296,0.0,0.0,0.0,Hair Salons
-P008_MriBRX7JjdMLAK7w,VIP Nails Studio,Riverview,FL,1,hair,12,3.9166666666666665,1.781640374554423,1.0,5.0,5.0,0.162477895508691,0.85,0.0,0.85,joy,150.0,0.1630974279343844,0.0,0.9323995388669304,0.2916357434835696,0.2127676248871901,0.1030984896745766,0.0599989382598078,0.0,0.0,0.0,Hair Salons
-P4wyB0ncCDoKNpPM3OEkg,Supercuts,Tampa,FL,1,hair,13,2.5384615384615383,2.0254787341673333,1.0,5.0,1.0,0.0291070071897913,0.8499999999999999,0.0,0.85,joy,150.0,0.1428114624789816,0.0,0.9529827057000972,0.297044138016005,0.2288402390448426,0.084155384257686,0.0586560782212956,0.0,0.0,0.0,Hair Salons
-PdKnENBZrbP81cqrB5zrg,Naturo Health Solutions,St. Charles,MO,1,hair,12,4.083333333333333,1.6764862244009229,1.0,5.0,5.0,0.032916777148816,0.85,0.0,0.85,joy,150.0,0.1557950514186212,0.0,0.965614794562163,0.306622410770008,0.2131890166787191,0.0950042816747622,0.0607907697438589,0.0,0.0,0.0,Hair Salons
-PsLkk0dDWw9vWEs4be9Jw,Serenity Nail Bar,Conshohocken,PA,1,hair,50,3.24,1.6232997384390615,1.0,5.0,3.0,0.010511869824642,0.85,0.0,0.85,joy,150.0,0.1864701539497878,0.0,0.9426841210792618,0.2759834946645015,0.1978613175281367,0.1185123085914848,0.067957845358303,0.0,0.0,0.0,Hair Salons
-PuFGEYEx1wPjqoxfE_k4Q,El Diablo Burritos,Wilmington,DE,1,chipotle,23,4.434782608695652,1.0798184593432083,1.0,5.0,5.0,0.0723948996370717,0.85,0.0,0.85,joy,150.0,0.2098997278382414,0.0,0.910046605027204,0.2745449786177077,0.1963015310229517,0.1348926793698458,0.0750070484683955,0.0,0.0,0.0,Mexican Restaurant
-QbKo-L0oRtGDX8usj75Dw,DL Lowry Salon,Indianapolis,IN,1,hair,27,3.703703703703704,1.3816048309237736,1.0,5.0,4.0,0.0228691677777823,0.85,0.0,0.85,joy,150.0,0.1794920082601242,0.0,0.9471120342211112,0.2583977616586312,0.2237096478400826,0.1129351968482403,0.0665568114118838,0.0,0.0,0.0,Hair Salons
-R3PWE4ycIc-xElcPqqetw,Supercuts,Philadelphia,PA,1,hair,32,3.1875,1.446631236868564,1.0,5.0,3.0,0.0137211295397614,0.85,0.0,0.85,joy,150.0,0.1449949729914858,0.0,0.9234374929751789,0.2726920723394004,0.2246194009531521,0.0908862744411354,0.0541086985503503,0.0,0.0,0.0,Hair Salons
-SoQAx-REDcD31RNpRhbFg,"Hina's Eyebrow Threading, Facials & Waxing",Warminster,PA,1,hair,19,4.789473684210527,0.9176629354822472,1.0,5.0,5.0,0.0455688571582594,0.85,0.0,0.85,joy,150.0,0.140937818855439,0.0,0.937690074989846,0.2719137270052602,0.236463193557015,0.083129018197668,0.0578088006577709,0.0,0.0,0.0,Hair Salons
-SrM3yq5yBBnZGn9Gtm7rA,A Confident You,Tampa,FL,1,hair,5,4.8,0.4472135954999579,4.0,5.0,5.0,0.0182174227484705,0.85,0.0,0.85,joy,150.0,0.1472990777338603,0.0,0.9188594014680972,0.2957180500658761,0.1987812911725955,0.1132081686429512,0.034090909090909,0.0,0.0,0.0,Hair Salons
-TTYvZ6HvJESApv1drFgkA,Kings Kut,Philadelphia,PA,0,hair,7,4.571428571428571,1.1338934190276817,2.0,5.0,5.0,0.0120246736095115,0.85,0.0,0.85,joy,150.0,0.1543833963791466,0.0,0.9342524625133322,0.2598252619125453,0.2035667585111848,0.1032366630862871,0.0511467332928594,0.0,0.0,0.0,Hair Salons
-U-pHjIXOpx9__tmzOrqLg,Super Suppers,Franklin,TN,1,chipotle,8,4.75,0.4629100498862757,4.0,5.0,5.0,0.0475678202708008,0.85,0.0,0.85,joy,150.0,0.1177980895915678,0.0,0.9301948051948052,0.2812409420289855,0.2140653820816864,0.0807526350461133,0.0370454545454545,0.0,0.0,0.0,Mexican Restaurant
-Uez8TfwFgsht-h8E5cH6A,Good Nails & Spa,Brandon,FL,0,hair,15,3.2,1.65615734242165,1.0,5.0,4.0,0.0051110707043591,0.85,0.0,0.85,joy,150.0,0.1896858214249518,0.0,0.9273895696641692,0.2827875010826955,0.2052257912440978,0.1242270290096377,0.0654587924153141,0.0,0.0,0.0,Hair Salons
-UwKUHHoA4VPNMufOSL7xA,Manuel's Hot Tamales,New Orleans,LA,0,chipotle,5,3.0,2.0,1.0,5.0,3.0,0.0003834525445859,0.85,0.0,0.85,joy,150.0,0.1285817805383022,0.0,0.9429914707717912,0.2634293242988895,0.2060860154338415,0.0915527950310559,0.0370289855072463,0.0,0.0,0.0,Mexican Restaurant
-VXcrZIhuVElGIgJ03Hj9Q,Inn Between,Granite City,IL,1,chipotle,5,4.6,0.547722557505166,4.0,5.0,5.0,0.05725441591464,0.85,0.0,0.85,joy,150.0,0.204951425386208,0.0,0.9387780320366133,0.2811219939480809,0.2017749641662685,0.1425378244943462,0.0624136008918617,0.0,0.0,0.0,Mexican Restaurant
-Vn5bttaVTQMnCyGxSoj7w,SmartStyle,Wesley Chapel,FL,1,hair,5,3.2,2.04939015319192,1.0,5.0,4.0,0.0068026763699294,0.85,0.0,0.85,joy,150.0,0.1621864061864061,0.0,0.9312820512820512,0.259094831094831,0.2348636548636548,0.0951078551078551,0.067078551078551,0.0,0.0,0.0,Hair Salons
-WbAIZ0knpIlkbOWUNMPmw,Floris Spa & Nail,Horsham,PA,1,hair,74,2.5135135135135136,1.5723923248040084,1.0,5.0,2.0,0.0087413617480025,0.85,0.0,0.85,joy,150.0,0.1579028882289752,0.0,0.9239566976923956,0.2751057697796828,0.2103445164314729,0.0911545824589302,0.0667483057700449,0.0,0.0,0.0,Hair Salons
-WbcMlOekr2x8dUyFt-ATA,Bodhi Spa,Edmonton,AB,0,hair,10,2.9,1.100504934614612,1.0,4.0,3.0,0.010850093764394,0.85,0.0,0.85,joy,150.0,0.1305735154751173,0.0,0.8993213095514886,0.310820481704921,0.1999645424496683,0.0912194484894713,0.0393540669856459,0.0,0.0,0.0,Hair Salons
-WjOuy1w_ghwHVnTfxwhJg,One On One Day Spa,New Orleans,LA,0,hair,9,4.777777777777778,0.4409585518440985,4.0,5.0,5.0,0.0008945299907458,0.85,0.0,0.85,joy,150.0,0.1498198339502687,0.0,0.9077205805466676,0.315269987661292,0.1913013154317502,0.1145865487169835,0.0352332852332852,0.0,0.0,0.0,Hair Salons
-Xey06RuVLCqClXwirk2yQ,Taco Bell,Seffner,FL,1,chipotle,19,1.6842105263157894,1.293257367998745,1.0,5.0,1.0,0.0234880662501771,0.85,0.0,0.85,joy,150.0,0.1353611157043651,0.0,0.9184440006980052,0.2941402829732349,0.2154802769905744,0.0795934508749154,0.0557676648294497,0.0,0.0,0.0,Mexican Restaurant
